year,month,min_gwl,mean_gwl,max_gwl,ms_nr,ms_nr_global
2001,11,,,,W_GWM1896,hh-W_GWM1896
2001,12,,,,W_GWM1896,hh-W_GWM1896
2002,1,,,,W_GWM1896,hh-W_GWM1896
2002,2,,,,W_GWM1896,hh-W_GWM1896
2002,3,,,,W_GWM1896,hh-W_GWM1896
2002,4,,,,W_GWM1896,hh-W_GWM1896
2002,5,,,,W_GWM1896,hh-W_GWM1896
2002,6,,,,W_GWM1896,hh-W_GWM1896
2002,7,,,,W_GWM1896,hh-W_GWM1896
2002,8,,,,W_GWM1896,hh-W_GWM1896
2002,9,,,,W_GWM1896,hh-W_GWM1896
2002,10,,,,W_GWM1896,hh-W_GWM1896
2002,11,,,,W_GWM1896,hh-W_GWM1896
2002,12,,,,W_GWM1896,hh-W_GWM1896
2003,1,,,,W_GWM1896,hh-W_GWM1896
2003,2,,,,W_GWM1896,hh-W_GWM1896
2003,3,,,,W_GWM1896,hh-W_GWM1896
2003,4,,,,W_GWM1896,hh-W_GWM1896
2003,5,,,,W_GWM1896,hh-W_GWM1896
2003,6,,,,W_GWM1896,hh-W_GWM1896
2003,7,,,,W_GWM1896,hh-W_GWM1896
2003,8,,,,W_GWM1896,hh-W_GWM1896
2003,9,,,,W_GWM1896,hh-W_GWM1896
2003,10,,,,W_GWM1896,hh-W_GWM1896
2003,11,,,,W_GWM1896,hh-W_GWM1896
2003,12,,,,W_GWM1896,hh-W_GWM1896
2004,1,,,,W_GWM1896,hh-W_GWM1896
2004,2,,,,W_GWM1896,hh-W_GWM1896
2004,3,,,,W_GWM1896,hh-W_GWM1896
2004,4,,,,W_GWM1896,hh-W_GWM1896
2004,5,,,,W_GWM1896,hh-W_GWM1896
2004,6,,,,W_GWM1896,hh-W_GWM1896
2004,7,,,,W_GWM1896,hh-W_GWM1896
2004,8,,,,W_GWM1896,hh-W_GWM1896
2004,9,,,,W_GWM1896,hh-W_GWM1896
2004,10,,,,W_GWM1896,hh-W_GWM1896
2004,11,,,,W_GWM1896,hh-W_GWM1896
2004,12,,,,W_GWM1896,hh-W_GWM1896
2005,1,,,,W_GWM1896,hh-W_GWM1896
2005,2,,,,W_GWM1896,hh-W_GWM1896
2005,3,,,,W_GWM1896,hh-W_GWM1896
2005,4,,,,W_GWM1896,hh-W_GWM1896
2005,5,,,,W_GWM1896,hh-W_GWM1896
2005,6,,,,W_GWM1896,hh-W_GWM1896
2005,7,,,,W_GWM1896,hh-W_GWM1896
2005,8,,,,W_GWM1896,hh-W_GWM1896
2005,9,,,,W_GWM1896,hh-W_GWM1896
2005,10,,,,W_GWM1896,hh-W_GWM1896
2005,11,,,,W_GWM1896,hh-W_GWM1896
2005,12,,,,W_GWM1896,hh-W_GWM1896
2006,1,,,,W_GWM1896,hh-W_GWM1896
2006,2,,,,W_GWM1896,hh-W_GWM1896
2006,3,,,,W_GWM1896,hh-W_GWM1896
2006,4,,,,W_GWM1896,hh-W_GWM1896
2006,5,,,,W_GWM1896,hh-W_GWM1896
2006,6,,,,W_GWM1896,hh-W_GWM1896
2006,7,,,,W_GWM1896,hh-W_GWM1896
2006,8,,,,W_GWM1896,hh-W_GWM1896
2006,9,,,,W_GWM1896,hh-W_GWM1896
2006,10,,,,W_GWM1896,hh-W_GWM1896
2006,11,,,,W_GWM1896,hh-W_GWM1896
2006,12,,,,W_GWM1896,hh-W_GWM1896
2007,1,,,,W_GWM1896,hh-W_GWM1896
2007,2,,,,W_GWM1896,hh-W_GWM1896
2007,3,,,,W_GWM1896,hh-W_GWM1896
2007,4,,,,W_GWM1896,hh-W_GWM1896
2007,5,,,,W_GWM1896,hh-W_GWM1896
2007,6,,,,W_GWM1896,hh-W_GWM1896
2007,7,,,,W_GWM1896,hh-W_GWM1896
2007,8,,,,W_GWM1896,hh-W_GWM1896
2007,9,,,,W_GWM1896,hh-W_GWM1896
2007,10,,,,W_GWM1896,hh-W_GWM1896
2007,11,,,,W_GWM1896,hh-W_GWM1896
2007,12,,,,W_GWM1896,hh-W_GWM1896
2008,1,,,,W_GWM1896,hh-W_GWM1896
2008,2,,,,W_GWM1896,hh-W_GWM1896
2008,3,,,,W_GWM1896,hh-W_GWM1896
2008,4,,,,W_GWM1896,hh-W_GWM1896
2008,5,,,,W_GWM1896,hh-W_GWM1896
2008,6,,,,W_GWM1896,hh-W_GWM1896
2008,7,,,,W_GWM1896,hh-W_GWM1896
2008,8,,,,W_GWM1896,hh-W_GWM1896
2008,9,,,,W_GWM1896,hh-W_GWM1896
2008,10,,,,W_GWM1896,hh-W_GWM1896
2008,11,,,,W_GWM1896,hh-W_GWM1896
2008,12,,,,W_GWM1896,hh-W_GWM1896
2009,1,,,,W_GWM1896,hh-W_GWM1896
2009,2,,,,W_GWM1896,hh-W_GWM1896
2009,3,,,,W_GWM1896,hh-W_GWM1896
2009,4,,,,W_GWM1896,hh-W_GWM1896
2009,5,,,,W_GWM1896,hh-W_GWM1896
2009,6,,,,W_GWM1896,hh-W_GWM1896
2009,7,,,,W_GWM1896,hh-W_GWM1896
2009,8,,,,W_GWM1896,hh-W_GWM1896
2009,9,,,,W_GWM1896,hh-W_GWM1896
2009,10,,,,W_GWM1896,hh-W_GWM1896
2009,11,,,,W_GWM1896,hh-W_GWM1896
2009,12,,,,W_GWM1896,hh-W_GWM1896
2010,1,,,,W_GWM1896,hh-W_GWM1896
2010,2,,,,W_GWM1896,hh-W_GWM1896
2010,3,,,,W_GWM1896,hh-W_GWM1896
2010,4,,,,W_GWM1896,hh-W_GWM1896
2010,5,,,,W_GWM1896,hh-W_GWM1896
2010,6,,,,W_GWM1896,hh-W_GWM1896
2010,7,,,,W_GWM1896,hh-W_GWM1896
2010,8,,,,W_GWM1896,hh-W_GWM1896
2010,9,,,,W_GWM1896,hh-W_GWM1896
2010,10,,,,W_GWM1896,hh-W_GWM1896
2010,11,,,,W_GWM1896,hh-W_GWM1896
2010,12,,,,W_GWM1896,hh-W_GWM1896
2011,1,,,,W_GWM1896,hh-W_GWM1896
2011,2,,,,W_GWM1896,hh-W_GWM1896
2011,3,,,,W_GWM1896,hh-W_GWM1896
2011,4,,,,W_GWM1896,hh-W_GWM1896
2011,5,,,,W_GWM1896,hh-W_GWM1896
2011,6,,,,W_GWM1896,hh-W_GWM1896
2011,7,,,,W_GWM1896,hh-W_GWM1896
2011,8,,,,W_GWM1896,hh-W_GWM1896
2011,9,,,,W_GWM1896,hh-W_GWM1896
2011,10,,,,W_GWM1896,hh-W_GWM1896
2011,11,,,,W_GWM1896,hh-W_GWM1896
2011,12,,,,W_GWM1896,hh-W_GWM1896
2012,1,,,,W_GWM1896,hh-W_GWM1896
2012,2,26.52,26.52,26.52,W_GWM1896,hh-W_GWM1896
2012,3,26.51,26.51,26.51,W_GWM1896,hh-W_GWM1896
2012,4,26.39,26.39,26.39,W_GWM1896,hh-W_GWM1896
2012,5,26.18,26.18,26.18,W_GWM1896,hh-W_GWM1896
2012,6,25.99,25.99,25.99,W_GWM1896,hh-W_GWM1896
2012,7,26.09,26.09,26.09,W_GWM1896,hh-W_GWM1896
2012,8,25.98,25.98,25.98,W_GWM1896,hh-W_GWM1896
2012,9,25.83,25.83,25.83,W_GWM1896,hh-W_GWM1896
2012,10,26.09,26.09,26.09,W_GWM1896,hh-W_GWM1896
2012,11,26.14,26.14,26.14,W_GWM1896,hh-W_GWM1896
2012,12,26.34,26.34,26.34,W_GWM1896,hh-W_GWM1896
2013,1,26.51,26.51,26.51,W_GWM1896,hh-W_GWM1896
2013,2,26.57,26.57,26.57,W_GWM1896,hh-W_GWM1896
2013,3,26.44,26.44,26.44,W_GWM1896,hh-W_GWM1896
2013,4,26.4,26.4,26.4,W_GWM1896,hh-W_GWM1896
2013,5,26.35,26.35,26.35,W_GWM1896,hh-W_GWM1896
2013,6,26.36,26.36,26.36,W_GWM1896,hh-W_GWM1896
2013,7,26.07,26.07,26.07,W_GWM1896,hh-W_GWM1896
2013,8,25.84,25.84,25.84,W_GWM1896,hh-W_GWM1896
2013,9,25.89,25.89,25.89,W_GWM1896,hh-W_GWM1896
2013,10,25.99,25.99,25.99,W_GWM1896,hh-W_GWM1896
2013,11,26.33,26.33,26.33,W_GWM1896,hh-W_GWM1896
2013,12,26.45,26.45,26.45,W_GWM1896,hh-W_GWM1896
2014,1,26.5,26.5,26.5,W_GWM1896,hh-W_GWM1896
2014,2,26.47,26.47,26.47,W_GWM1896,hh-W_GWM1896
2014,3,26.38,26.38,26.38,W_GWM1896,hh-W_GWM1896
2014,4,26.39,26.39,26.39,W_GWM1896,hh-W_GWM1896
2014,5,26.38,26.38,26.38,W_GWM1896,hh-W_GWM1896
2014,6,26.09,26.09,26.09,W_GWM1896,hh-W_GWM1896
2014,7,26.05,26.05,26.05,W_GWM1896,hh-W_GWM1896
2014,8,25.77,25.77,25.77,W_GWM1896,hh-W_GWM1896
2014,9,25.7,25.7,25.7,W_GWM1896,hh-W_GWM1896
2014,10,25.67,25.67,25.67,W_GWM1896,hh-W_GWM1896
2014,11,25.76,25.76,25.76,W_GWM1896,hh-W_GWM1896
2014,12,26.07,26.07,26.07,W_GWM1896,hh-W_GWM1896
2015,1,26.6,26.6,26.6,W_GWM1896,hh-W_GWM1896
2015,2,26.51,26.51,26.51,W_GWM1896,hh-W_GWM1896
2015,3,26.5,26.5,26.5,W_GWM1896,hh-W_GWM1896
2015,4,26.43,26.43,26.43,W_GWM1896,hh-W_GWM1896
2015,5,26.21,26.21,26.21,W_GWM1896,hh-W_GWM1896
2015,6,25.93,25.93,25.93,W_GWM1896,hh-W_GWM1896
2015,7,25.74,25.74,25.74,W_GWM1896,hh-W_GWM1896
2015,8,25.84,25.84,25.84,W_GWM1896,hh-W_GWM1896
2015,9,25.8,25.8,25.8,W_GWM1896,hh-W_GWM1896
2015,10,25.95,25.95,25.95,W_GWM1896,hh-W_GWM1896
2015,11,26.27,26.27,26.27,W_GWM1896,hh-W_GWM1896
2015,12,26.53,26.53,26.53,W_GWM1896,hh-W_GWM1896
2016,1,26.5,26.5,26.5,W_GWM1896,hh-W_GWM1896
2016,2,26.66,26.66,26.66,W_GWM1896,hh-W_GWM1896
2016,3,26.57,26.57,26.57,W_GWM1896,hh-W_GWM1896
2016,4,26.43,26.43,26.43,W_GWM1896,hh-W_GWM1896
2016,5,26.27,26.27,26.27,W_GWM1896,hh-W_GWM1896
2016,6,26.14,26.14,26.14,W_GWM1896,hh-W_GWM1896
2016,7,26.23,26.23,26.23,W_GWM1896,hh-W_GWM1896
2016,8,26.07,26.07,26.07,W_GWM1896,hh-W_GWM1896
2016,9,25.9,25.9,25.9,W_GWM1896,hh-W_GWM1896
2016,10,25.84,25.84,25.84,W_GWM1896,hh-W_GWM1896
2016,11,25.99,25.99,25.99,W_GWM1896,hh-W_GWM1896
2016,12,26.16,26.16,26.16,W_GWM1896,hh-W_GWM1896
2017,1,26.36,26.36,26.36,W_GWM1896,hh-W_GWM1896
2017,2,26.36,26.36,26.36,W_GWM1896,hh-W_GWM1896
2017,3,26.51,26.51,26.51,W_GWM1896,hh-W_GWM1896
2017,4,26.4,26.4,26.4,W_GWM1896,hh-W_GWM1896
2017,5,26.3,26.3,26.3,W_GWM1896,hh-W_GWM1896
2017,6,26.16,26.16,26.16,W_GWM1896,hh-W_GWM1896
2017,7,26.37,26.37,26.37,W_GWM1896,hh-W_GWM1896
2017,8,26.32,26.32,26.32,W_GWM1896,hh-W_GWM1896
2017,9,26.29,26.29,26.29,W_GWM1896,hh-W_GWM1896
2017,10,26.48,26.48,26.48,W_GWM1896,hh-W_GWM1896
2017,11,26.62,26.62,26.62,W_GWM1896,hh-W_GWM1896
2017,12,26.67,26.67,26.67,W_GWM1896,hh-W_GWM1896
2018,1,26.74,26.74,26.74,W_GWM1896,hh-W_GWM1896
2018,2,26.7,26.7,26.7,W_GWM1896,hh-W_GWM1896
2018,3,26.63,26.63,26.63,W_GWM1896,hh-W_GWM1896
2018,4,26.6,26.6,26.6,W_GWM1896,hh-W_GWM1896
2018,5,26.27,26.27,26.27,W_GWM1896,hh-W_GWM1896
2018,6,25.93,25.93,25.93,W_GWM1896,hh-W_GWM1896
2018,7,25.73,25.73,25.73,W_GWM1896,hh-W_GWM1896
2018,8,25.53,25.53,25.53,W_GWM1896,hh-W_GWM1896
2018,9,25.44,25.44,25.44,W_GWM1896,hh-W_GWM1896
2018,10,25.41,25.41,25.41,W_GWM1896,hh-W_GWM1896
2018,11,25.5,25.5,25.5,W_GWM1896,hh-W_GWM1896
2018,12,25.74,25.74,25.74,W_GWM1896,hh-W_GWM1896
2019,1,26.06,26.06,26.06,W_GWM1896,hh-W_GWM1896
2019,2,26.18,26.18,26.18,W_GWM1896,hh-W_GWM1896
2019,3,26.34,26.34,26.34,W_GWM1896,hh-W_GWM1896
2019,4,26.18,26.18,26.18,W_GWM1896,hh-W_GWM1896
2019,5,26.05,26.05,26.05,W_GWM1896,hh-W_GWM1896
2019,6,25.93,25.93,25.93,W_GWM1896,hh-W_GWM1896
2019,7,25.69,25.69,25.69,W_GWM1896,hh-W_GWM1896
2019,8,25.57,25.57,25.57,W_GWM1896,hh-W_GWM1896
2019,9,25.55,25.55,25.55,W_GWM1896,hh-W_GWM1896
2019,10,25.92,25.92,25.92,W_GWM1896,hh-W_GWM1896
2019,11,26.18,26.18,26.18,W_GWM1896,hh-W_GWM1896
2019,12,26.27,26.27,26.27,W_GWM1896,hh-W_GWM1896
2020,1,26.34,26.34,26.34,W_GWM1896,hh-W_GWM1896
2020,2,26.59,26.59,26.59,W_GWM1896,hh-W_GWM1896
2020,3,26.56,26.56,26.56,W_GWM1896,hh-W_GWM1896
2020,4,26.29,26.29,26.29,W_GWM1896,hh-W_GWM1896
2020,5,26.06,26.06,26.06,W_GWM1896,hh-W_GWM1896
2020,6,25.83,25.83,25.83,W_GWM1896,hh-W_GWM1896
2020,7,25.73,25.73,25.73,W_GWM1896,hh-W_GWM1896
2020,8,25.51,25.51,25.51,W_GWM1896,hh-W_GWM1896
2020,9,25.43,25.43,25.43,W_GWM1896,hh-W_GWM1896
2020,10,25.45,25.45,25.45,W_GWM1896,hh-W_GWM1896
2020,11,25.6,25.6,25.6,W_GWM1896,hh-W_GWM1896
2020,12,25.72,25.72,25.72,W_GWM1896,hh-W_GWM1896
2021,1,26.23,26.23,26.23,W_GWM1896,hh-W_GWM1896
2021,2,26.27,26.27,26.27,W_GWM1896,hh-W_GWM1896
2021,3,26.3,26.3,26.3,W_GWM1896,hh-W_GWM1896
2021,4,26.23,26.23,26.23,W_GWM1896,hh-W_GWM1896
2021,5,26.23,26.23,26.23,W_GWM1896,hh-W_GWM1896
2021,6,25.93,25.93,25.93,W_GWM1896,hh-W_GWM1896
2021,7,25.86,25.86,25.86,W_GWM1896,hh-W_GWM1896
2021,8,25.9,25.9,25.9,W_GWM1896,hh-W_GWM1896
2021,9,26.04,26.04,26.04,W_GWM1896,hh-W_GWM1896
2021,10,26.15,26.15,26.15,W_GWM1896,hh-W_GWM1896
2021,11,26.32,26.32,26.32,W_GWM1896,hh-W_GWM1896
2021,12,26.42,26.42,26.42,W_GWM1896,hh-W_GWM1896
1990,1,,,,W_GWM1966,hh-W_GWM1966
1990,2,,,,W_GWM1966,hh-W_GWM1966
1990,3,,,,W_GWM1966,hh-W_GWM1966
1990,4,,,,W_GWM1966,hh-W_GWM1966
1990,5,,,,W_GWM1966,hh-W_GWM1966
1990,6,,,,W_GWM1966,hh-W_GWM1966
1990,7,,,,W_GWM1966,hh-W_GWM1966
1990,8,,,,W_GWM1966,hh-W_GWM1966
1990,9,,,,W_GWM1966,hh-W_GWM1966
1990,10,,,,W_GWM1966,hh-W_GWM1966
1990,11,,,,W_GWM1966,hh-W_GWM1966
1990,12,,,,W_GWM1966,hh-W_GWM1966
1991,1,,,,W_GWM1966,hh-W_GWM1966
1991,2,,,,W_GWM1966,hh-W_GWM1966
1991,3,,,,W_GWM1966,hh-W_GWM1966
1991,4,,,,W_GWM1966,hh-W_GWM1966
1991,5,,,,W_GWM1966,hh-W_GWM1966
1991,6,,,,W_GWM1966,hh-W_GWM1966
1991,7,,,,W_GWM1966,hh-W_GWM1966
1991,8,,,,W_GWM1966,hh-W_GWM1966
1991,9,,,,W_GWM1966,hh-W_GWM1966
1991,10,,,,W_GWM1966,hh-W_GWM1966
1991,11,,,,W_GWM1966,hh-W_GWM1966
1991,12,,,,W_GWM1966,hh-W_GWM1966
1992,1,,,,W_GWM1966,hh-W_GWM1966
1992,2,,,,W_GWM1966,hh-W_GWM1966
1992,3,,,,W_GWM1966,hh-W_GWM1966
1992,4,,,,W_GWM1966,hh-W_GWM1966
1992,5,,,,W_GWM1966,hh-W_GWM1966
1992,6,,,,W_GWM1966,hh-W_GWM1966
1992,7,,,,W_GWM1966,hh-W_GWM1966
1992,8,,,,W_GWM1966,hh-W_GWM1966
1992,9,,,,W_GWM1966,hh-W_GWM1966
1992,10,,,,W_GWM1966,hh-W_GWM1966
1992,11,,,,W_GWM1966,hh-W_GWM1966
1992,12,,,,W_GWM1966,hh-W_GWM1966
1993,1,,,,W_GWM1966,hh-W_GWM1966
1993,2,,,,W_GWM1966,hh-W_GWM1966
1993,3,,,,W_GWM1966,hh-W_GWM1966
1993,4,,,,W_GWM1966,hh-W_GWM1966
1993,5,,,,W_GWM1966,hh-W_GWM1966
1993,6,,,,W_GWM1966,hh-W_GWM1966
1993,7,,,,W_GWM1966,hh-W_GWM1966
1993,8,,,,W_GWM1966,hh-W_GWM1966
1993,9,,,,W_GWM1966,hh-W_GWM1966
1993,10,,,,W_GWM1966,hh-W_GWM1966
1993,11,,,,W_GWM1966,hh-W_GWM1966
1993,12,,,,W_GWM1966,hh-W_GWM1966
1994,1,,,,W_GWM1966,hh-W_GWM1966
1994,2,,,,W_GWM1966,hh-W_GWM1966
1994,3,,,,W_GWM1966,hh-W_GWM1966
1994,4,,,,W_GWM1966,hh-W_GWM1966
1994,5,,,,W_GWM1966,hh-W_GWM1966
1994,6,,,,W_GWM1966,hh-W_GWM1966
1994,7,,,,W_GWM1966,hh-W_GWM1966
1994,8,,,,W_GWM1966,hh-W_GWM1966
1994,9,,,,W_GWM1966,hh-W_GWM1966
1994,10,,,,W_GWM1966,hh-W_GWM1966
1994,11,,,,W_GWM1966,hh-W_GWM1966
1994,12,,,,W_GWM1966,hh-W_GWM1966
1995,1,,,,W_GWM1966,hh-W_GWM1966
1995,2,,,,W_GWM1966,hh-W_GWM1966
1995,3,,,,W_GWM1966,hh-W_GWM1966
1995,4,,,,W_GWM1966,hh-W_GWM1966
1995,5,,,,W_GWM1966,hh-W_GWM1966
1995,6,,,,W_GWM1966,hh-W_GWM1966
1995,7,,,,W_GWM1966,hh-W_GWM1966
1995,8,,,,W_GWM1966,hh-W_GWM1966
1995,9,,,,W_GWM1966,hh-W_GWM1966
1995,10,,,,W_GWM1966,hh-W_GWM1966
1995,11,,,,W_GWM1966,hh-W_GWM1966
1995,12,,,,W_GWM1966,hh-W_GWM1966
1996,1,,,,W_GWM1966,hh-W_GWM1966
1996,2,,,,W_GWM1966,hh-W_GWM1966
1996,3,,,,W_GWM1966,hh-W_GWM1966
1996,4,,,,W_GWM1966,hh-W_GWM1966
1996,5,,,,W_GWM1966,hh-W_GWM1966
1996,6,,,,W_GWM1966,hh-W_GWM1966
1996,7,,,,W_GWM1966,hh-W_GWM1966
1996,8,,,,W_GWM1966,hh-W_GWM1966
1996,9,,,,W_GWM1966,hh-W_GWM1966
1996,10,,,,W_GWM1966,hh-W_GWM1966
1996,11,,,,W_GWM1966,hh-W_GWM1966
1996,12,,,,W_GWM1966,hh-W_GWM1966
1997,1,,,,W_GWM1966,hh-W_GWM1966
1997,2,,,,W_GWM1966,hh-W_GWM1966
1997,3,,,,W_GWM1966,hh-W_GWM1966
1997,4,,,,W_GWM1966,hh-W_GWM1966
1997,5,,,,W_GWM1966,hh-W_GWM1966
1997,6,,,,W_GWM1966,hh-W_GWM1966
1997,7,,,,W_GWM1966,hh-W_GWM1966
1997,8,,,,W_GWM1966,hh-W_GWM1966
1997,9,,,,W_GWM1966,hh-W_GWM1966
1997,10,,,,W_GWM1966,hh-W_GWM1966
1997,11,,,,W_GWM1966,hh-W_GWM1966
1997,12,,,,W_GWM1966,hh-W_GWM1966
1998,1,,,,W_GWM1966,hh-W_GWM1966
1998,2,,,,W_GWM1966,hh-W_GWM1966
1998,3,,,,W_GWM1966,hh-W_GWM1966
1998,4,,,,W_GWM1966,hh-W_GWM1966
1998,5,,,,W_GWM1966,hh-W_GWM1966
1998,6,,,,W_GWM1966,hh-W_GWM1966
1998,7,,,,W_GWM1966,hh-W_GWM1966
1998,8,,,,W_GWM1966,hh-W_GWM1966
1998,9,,,,W_GWM1966,hh-W_GWM1966
1998,10,,,,W_GWM1966,hh-W_GWM1966
1998,11,,,,W_GWM1966,hh-W_GWM1966
1998,12,,,,W_GWM1966,hh-W_GWM1966
1999,1,,,,W_GWM1966,hh-W_GWM1966
1999,2,,,,W_GWM1966,hh-W_GWM1966
1999,3,,,,W_GWM1966,hh-W_GWM1966
1999,4,,,,W_GWM1966,hh-W_GWM1966
1999,5,,,,W_GWM1966,hh-W_GWM1966
1999,6,,,,W_GWM1966,hh-W_GWM1966
1999,7,,,,W_GWM1966,hh-W_GWM1966
1999,8,,,,W_GWM1966,hh-W_GWM1966
1999,9,,,,W_GWM1966,hh-W_GWM1966
1999,10,,,,W_GWM1966,hh-W_GWM1966
1999,11,,,,W_GWM1966,hh-W_GWM1966
1999,12,,,,W_GWM1966,hh-W_GWM1966
2000,1,,,,W_GWM1966,hh-W_GWM1966
2000,2,,,,W_GWM1966,hh-W_GWM1966
2000,3,,,,W_GWM1966,hh-W_GWM1966
2000,4,,,,W_GWM1966,hh-W_GWM1966
2000,5,,,,W_GWM1966,hh-W_GWM1966
2000,6,,,,W_GWM1966,hh-W_GWM1966
2000,7,,,,W_GWM1966,hh-W_GWM1966
2000,8,,,,W_GWM1966,hh-W_GWM1966
2000,9,,,,W_GWM1966,hh-W_GWM1966
2000,10,,,,W_GWM1966,hh-W_GWM1966
2000,11,,,,W_GWM1966,hh-W_GWM1966
2000,12,,,,W_GWM1966,hh-W_GWM1966
2001,1,,,,W_GWM1966,hh-W_GWM1966
2001,2,,,,W_GWM1966,hh-W_GWM1966
2001,3,,,,W_GWM1966,hh-W_GWM1966
2001,4,,,,W_GWM1966,hh-W_GWM1966
2001,5,,,,W_GWM1966,hh-W_GWM1966
2001,6,,,,W_GWM1966,hh-W_GWM1966
2001,7,,,,W_GWM1966,hh-W_GWM1966
2001,8,,,,W_GWM1966,hh-W_GWM1966
2001,9,,,,W_GWM1966,hh-W_GWM1966
2001,10,,,,W_GWM1966,hh-W_GWM1966
2001,11,,,,W_GWM1966,hh-W_GWM1966
2001,12,,,,W_GWM1966,hh-W_GWM1966
2002,1,,,,W_GWM1966,hh-W_GWM1966
2002,2,,,,W_GWM1966,hh-W_GWM1966
2002,3,,,,W_GWM1966,hh-W_GWM1966
2002,4,,,,W_GWM1966,hh-W_GWM1966
2002,5,,,,W_GWM1966,hh-W_GWM1966
2002,6,,,,W_GWM1966,hh-W_GWM1966
2002,7,,,,W_GWM1966,hh-W_GWM1966
2002,8,,,,W_GWM1966,hh-W_GWM1966
2002,9,,,,W_GWM1966,hh-W_GWM1966
2002,10,,,,W_GWM1966,hh-W_GWM1966
2002,11,,,,W_GWM1966,hh-W_GWM1966
2002,12,,,,W_GWM1966,hh-W_GWM1966
2003,1,,,,W_GWM1966,hh-W_GWM1966
2003,2,,,,W_GWM1966,hh-W_GWM1966
2003,3,,,,W_GWM1966,hh-W_GWM1966
2003,4,,,,W_GWM1966,hh-W_GWM1966
2003,5,,,,W_GWM1966,hh-W_GWM1966
2003,6,,,,W_GWM1966,hh-W_GWM1966
2003,7,,,,W_GWM1966,hh-W_GWM1966
2003,8,,,,W_GWM1966,hh-W_GWM1966
2003,9,,,,W_GWM1966,hh-W_GWM1966
2003,10,,,,W_GWM1966,hh-W_GWM1966
2003,11,,,,W_GWM1966,hh-W_GWM1966
2003,12,,,,W_GWM1966,hh-W_GWM1966
2004,1,,,,W_GWM1966,hh-W_GWM1966
2004,2,,,,W_GWM1966,hh-W_GWM1966
2004,3,,,,W_GWM1966,hh-W_GWM1966
2004,4,,,,W_GWM1966,hh-W_GWM1966
2004,5,,,,W_GWM1966,hh-W_GWM1966
2004,6,,,,W_GWM1966,hh-W_GWM1966
2004,7,,,,W_GWM1966,hh-W_GWM1966
2004,8,,,,W_GWM1966,hh-W_GWM1966
2004,9,,,,W_GWM1966,hh-W_GWM1966
2004,10,,,,W_GWM1966,hh-W_GWM1966
2004,11,,,,W_GWM1966,hh-W_GWM1966
2004,12,,,,W_GWM1966,hh-W_GWM1966
2005,1,,,,W_GWM1966,hh-W_GWM1966
2005,2,,,,W_GWM1966,hh-W_GWM1966
2005,3,,,,W_GWM1966,hh-W_GWM1966
2005,4,,,,W_GWM1966,hh-W_GWM1966
2005,5,,,,W_GWM1966,hh-W_GWM1966
2005,6,,,,W_GWM1966,hh-W_GWM1966
2005,7,,,,W_GWM1966,hh-W_GWM1966
2005,8,,,,W_GWM1966,hh-W_GWM1966
2005,9,,,,W_GWM1966,hh-W_GWM1966
2005,10,,,,W_GWM1966,hh-W_GWM1966
2005,11,,,,W_GWM1966,hh-W_GWM1966
2005,12,,,,W_GWM1966,hh-W_GWM1966
2006,1,,,,W_GWM1966,hh-W_GWM1966
2006,2,,,,W_GWM1966,hh-W_GWM1966
2006,3,,,,W_GWM1966,hh-W_GWM1966
2006,4,,,,W_GWM1966,hh-W_GWM1966
2006,5,,,,W_GWM1966,hh-W_GWM1966
2006,6,,,,W_GWM1966,hh-W_GWM1966
2006,7,,,,W_GWM1966,hh-W_GWM1966
2006,8,,,,W_GWM1966,hh-W_GWM1966
2006,9,,,,W_GWM1966,hh-W_GWM1966
2006,10,,,,W_GWM1966,hh-W_GWM1966
2006,11,,,,W_GWM1966,hh-W_GWM1966
2006,12,,,,W_GWM1966,hh-W_GWM1966
2007,1,,,,W_GWM1966,hh-W_GWM1966
2007,2,,,,W_GWM1966,hh-W_GWM1966
2007,3,,,,W_GWM1966,hh-W_GWM1966
2007,4,,,,W_GWM1966,hh-W_GWM1966
2007,5,,,,W_GWM1966,hh-W_GWM1966
2007,6,,,,W_GWM1966,hh-W_GWM1966
2007,7,,,,W_GWM1966,hh-W_GWM1966
2007,8,,,,W_GWM1966,hh-W_GWM1966
2007,9,,,,W_GWM1966,hh-W_GWM1966
2007,10,,,,W_GWM1966,hh-W_GWM1966
2007,11,,,,W_GWM1966,hh-W_GWM1966
2007,12,,,,W_GWM1966,hh-W_GWM1966
2008,1,,,,W_GWM1966,hh-W_GWM1966
2008,2,,,,W_GWM1966,hh-W_GWM1966
2008,3,,,,W_GWM1966,hh-W_GWM1966
2008,4,,,,W_GWM1966,hh-W_GWM1966
2008,5,,,,W_GWM1966,hh-W_GWM1966
2008,6,,,,W_GWM1966,hh-W_GWM1966
2008,7,,,,W_GWM1966,hh-W_GWM1966
2008,8,,,,W_GWM1966,hh-W_GWM1966
2008,9,,,,W_GWM1966,hh-W_GWM1966
2008,10,,,,W_GWM1966,hh-W_GWM1966
2008,11,,,,W_GWM1966,hh-W_GWM1966
2008,12,,,,W_GWM1966,hh-W_GWM1966
2009,1,,,,W_GWM1966,hh-W_GWM1966
2009,2,,,,W_GWM1966,hh-W_GWM1966
2009,3,,,,W_GWM1966,hh-W_GWM1966
2009,4,,,,W_GWM1966,hh-W_GWM1966
2009,5,,,,W_GWM1966,hh-W_GWM1966
2009,6,,,,W_GWM1966,hh-W_GWM1966
2009,7,,,,W_GWM1966,hh-W_GWM1966
