ms_nr,year,month,min_gwl,mean_gwl,max_gwl
GMS144,2007,7,1.3,1.412822580645161,1.47
GMS144,2007,8,1.21,1.2835752688172044,1.44
GMS144,2007,9,1.26,1.3243055555555556,1.41
GMS144,2007,10,1.3,1.3579569892473118,1.47
GMS144,2007,11,1.45,1.5805277777777778,1.76
GMS144,2007,12,1.51,1.6354032258064517,1.85
GMS144,2008,1,1.47,1.6393817204301075,1.99
GMS144,2008,2,1.52,1.6283620689655172,1.84
GMS144,2008,3,1.58,1.6686559139784947,1.79
GMS144,2008,4,1.45,1.5346388888888889,1.65
GMS144,2008,5,1.2,1.3535752688172045,1.49
GMS144,2008,6,1.04,1.1386944444444445,1.22
GMS144,2008,7,1.01,1.2239516129032257,1.35
GMS144,2008,8,1.15,1.3029301075268818,1.4
GMS144,2008,9,1.15,1.2264722222222222,1.34
GMS144,2008,10,1.27,1.3723387096774193,1.42
GMS144,2008,11,1.36,1.4348333333333332,1.56
GMS144,2008,12,1.38,1.4306989247311828,1.52
GMS144,2009,1,1.36,1.4404569892473118,1.56
GMS144,2009,2,1.41,1.503482142857143,1.66
GMS144,2009,3,1.52,1.5996236559139787,1.69
GMS144,2009,4,1.34,1.4569444444444444,1.61
GMS144,2009,5,1.16,1.2736559139784946,1.35
GMS144,2009,6,1.14,1.2477222222222222,1.35
GMS144,2009,7,1.1,1.1650537634408602,1.24
GMS144,2009,8,0.96,1.0436827956989247,1.17
GMS144,2009,9,0.9,0.9489722222222222,1.01
GMS144,2009,10,0.96,1.105483870967742,1.19
GMS144,2009,11,1.19,1.4733611111111111,1.58
GMS144,2009,12,1.5,1.5698118279569893,1.65
GMS144,2010,1,1.45,1.5175,1.61
GMS144,2010,2,1.44,1.527202380952381,1.76
GMS144,2010,3,1.59,1.6910483870967743,1.86
GMS144,2010,4,1.39,1.5015277777777776,1.69
GMS144,2010,5,1.3,1.3844086021505377,1.46
GMS144,2010,6,1.1,1.261361111111111,1.4
GMS144,2010,7,0.93,1.0236827956989247,1.13
GMS144,2010,8,1.02,1.0935752688172042,1.26
GMS144,2010,9,1.22,1.3061388888888887,1.44
GMS144,2010,10,1.3,1.3761827956989248,1.45
GMS144,2010,11,1.4,1.5067499999999998,1.6
GMS144,2010,12,1.38,1.4587096774193549,1.61
GMS144,2011,1,1.41,1.5761021505376342,1.71
GMS144,2011,2,1.43,1.5529464285714285,1.73
GMS144,2011,3,1.31,1.3704301075268817,1.43
GMS144,2011,4,1.19,1.2675555555555555,1.31
GMS144,2011,5,1.08,1.1349462365591398,1.21
GMS144,2011,6,1.01,1.112111111111111,1.22
GMS144,2011,7,1.06,1.1542741935483871,1.2
GMS144,2011,8,1.1,1.3584408602150537,1.49
GMS144,2011,9,1.33,1.4566388888888888,1.62
GMS144,2011,10,1.31,1.4780107526881723,1.69
GMS144,2011,11,1.29,1.3675833333333334,1.45
GMS144,2011,12,1.3,1.645725806451613,1.79
GMS144,2012,1,1.62,1.7598118279569892,1.92
GMS144,2012,2,1.47,1.5267816091954025,1.61
GMS144,2012,3,1.39,1.4545698924731183,1.52
GMS144,2012,4,1.32,1.3716666666666666,1.45
GMS144,2012,5,1.19,1.3266666666666667,1.46
GMS144,2012,6,1.14,1.1955,1.26
GMS144,2012,7,1.14,1.2039516129032257,1.3
GMS144,2012,8,1.06,1.134005376344086,1.25
GMS144,2012,9,1.0,1.0408333333333333,1.08
GMS144,2012,10,1.07,1.2720967741935485,1.37
GMS144,2012,11,1.26,1.3056666666666668,1.34
GMS144,2012,12,1.32,1.4861559139784948,1.7
GMS144,2013,1,1.44,1.5683333333333331,1.7
GMS144,2013,2,1.48,1.6096130952380954,1.82
GMS144,2013,3,1.35,1.4263172043010754,1.48
GMS144,2013,4,1.26,1.31075,1.35
GMS144,2013,5,1.23,1.3454301075268817,1.65
GMS144,2013,6,1.28,1.4440000000000002,1.58
GMS144,2013,7,1.11,1.2750537634408603,1.52
GMS144,2013,8,1.07,1.115779569892473,1.23
GMS144,2013,9,1.01,1.1151111111111112,1.17
GMS144,2013,10,1.09,1.1776881720430108,1.27
GMS144,2013,11,1.25,1.4240555555555554,1.54
GMS144,2013,12,1.36,1.4911290322580646,1.57
GMS144,2014,1,1.43,1.5138440860215052,1.57
GMS144,2014,2,1.41,1.4592559523809523,1.52
GMS144,2014,3,1.36,1.4066129032258063,1.5
GMS144,2014,4,1.33,1.4014722222222222,1.57
GMS144,2014,5,1.42,1.508709677419355,1.64
GMS144,2014,6,1.3,1.3904166666666666,1.53
GMS144,2014,7,1.24,1.3390322580645162,1.53
GMS144,2014,8,1.1,1.1525806451612903,1.24
GMS144,2014,9,1.02,1.0572777777777778,1.1
GMS144,2014,10,1.02,1.0999999999999999,1.2
GMS144,2014,11,1.19,1.2326388888888888,1.25
GMS144,2014,12,1.22,1.4123924731182795,1.71
GMS144,2015,1,1.52,1.6376881720430108,1.77
GMS144,2015,2,1.46,1.5386904761904763,1.67
GMS144,2015,3,1.45,1.561774193548387,1.75
GMS144,2015,4,1.44,1.572888888888889,1.84
GMS144,2015,5,1.26,1.342016129032258,1.45
GMS144,2015,6,1.08,1.163333333333333,1.28
GMS144,2015,7,1.02,1.1066397849462366,1.22
GMS144,2015,8,1.11,1.3163172043010753,1.55
GMS144,2015,9,1.32,1.4020833333333333,1.52
GMS144,2015,10,1.31,1.4150537634408602,1.54
GMS144,2015,11,1.4,1.5827222222222221,1.8
GMS144,2015,12,1.54,1.6481989247311828,1.79
GMS144,2016,1,1.52,1.612231182795699,1.72
GMS144,2016,2,1.64,1.7438218390804598,1.92
GMS144,2016,3,1.47,1.5514516129032259,1.7
GMS144,2016,4,1.45,1.4899382716049383,1.53
GMS144,2016,5,,,
GMS144,2016,6,,,
GMS144,2016,7,,,
GMS144,2016,8,,,
GMS144,2016,9,,,
GMS144,2016,10,,,
GMS144,2016,11,,,
GMS144,2016,12,,,
GMS144,2017,1,,,
GMS144,2017,2,,,
GMS144,2017,3,,,
GMS144,2017,4,,,
GMS144,2017,5,,,
GMS144,2017,6,,,
GMS144,2017,7,,,
GMS144,2017,8,,,
GMS144,2017,9,,,
GMS144,2017,10,1.46,1.5100409836065574,1.58
GMS144,2017,11,1.41,1.5280277777777778,1.68
GMS144,2017,12,1.54,1.6411290322580645,1.83
GMS144,2018,1,1.59,1.6996774193548387,1.87
GMS144,2018,2,1.41,1.5193154761904761,1.75
GMS144,2018,3,1.37,1.4174462365591396,1.49
GMS144,2018,4,1.4,1.523138888888889,1.74
GMS144,2018,5,1.08,1.2899462365591399,1.49
GMS144,2018,6,0.92,1.0211666666666668,1.12
GMS144,2018,7,0.75,0.8752688172043012,0.96
GMS144,2018,8,0.7,0.7822311827956989,0.83
GMS144,2018,9,0.72,0.7850833333333334,0.84
GMS144,2018,10,0.81,0.8432795698924731,0.91
GMS144,2018,11,0.87,0.9375833333333332,0.99
GMS144,2018,12,0.98,1.136478494623656,1.25
GMS144,2019,1,1.24,1.3763172043010754,1.5
GMS144,2019,2,1.36,1.428779761904762,1.53
GMS144,2019,3,1.35,1.4963440860215054,1.64
GMS144,2019,4,1.3,1.3991111111111112,1.56
GMS144,2019,5,1.15,1.249462365591398,1.33
GMS144,2019,6,0.93,1.08625,1.17
GMS144,2019,7,0.84,0.9175268817204301,0.97
GMS144,2019,8,0.77,0.8409408602150538,0.88
GMS144,2019,9,0.78,0.8370648464163822,0.88
GMS144,2019,10,,,
GMS144,2019,11,,,
GMS144,2019,12,1.44,1.49725,1.58
GMS144,2020,1,1.44,1.4751612903225806,1.54
GMS144,2020,2,1.5,1.6793103448275863,1.9
GMS144,2020,3,1.48,1.6457851239669423,1.88
GMS144,2020,4,1.28,1.3768888888888888,1.5
GMS144,2020,5,1.07,1.2042553191489362,1.33
GMS144,2020,6,0.94,1.0447777777777778,1.13
GMS144,2020,7,0.94,1.0257894736842106,1.1
GMS144,2020,8,0.83,0.9336559139784946,1.06
GMS144,2020,9,0.95,0.9997802197802198,1.06
GMS144,2020,10,0.94,0.9924324324324324,1.05
GMS144,2020,11,,,
GMS144,2020,12,1.14,1.2487603305785124,1.43
GMS144,2021,1,1.37,1.4483064516129032,1.55
GMS144,2021,2,1.39,1.4987499999999998,1.63
GMS144,2021,3,1.33,1.4816666666666667,1.71
GMS144,2021,4,1.33,1.3899166666666667,1.47
GMS144,2021,5,1.31,1.3887096774193548,1.46
GMS144,2021,6,1.14,1.26875,1.35
GMS144,2021,7,1.15,1.2412037037037038,1.32
GMS144,2021,8,1.12,1.1680645161290324,1.34
GMS144,2021,9,1.17,1.2350833333333333,1.31
GMS144,2021,10,1.11,1.2291129032258064,1.35
GMS144,2021,11,1.19,1.2613333333333334,1.34
GMS144,2021,12,1.22,1.3755645161290322,1.49
GMS025,1990,1,4.06,4.06,4.06
GMS025,1990,2,4.18,4.18,4.18
GMS025,1990,3,4.33,4.33,4.33
GMS025,1990,4,4.07,4.07,4.07
GMS025,1990,5,3.92,3.92,3.92
GMS025,1990,6,3.83,3.83,3.83
GMS025,1990,7,3.71,3.71,3.71
GMS025,1990,8,3.64,3.64,3.64
GMS025,1990,9,3.75,3.75,3.75
GMS025,1990,10,3.76,3.76,3.76
GMS025,1990,11,3.75,3.75,3.75
GMS025,1990,12,3.94,3.94,3.94
GMS025,1991,1,4.29,4.29,4.29
GMS025,1991,2,4.08,4.08,4.08
GMS025,1991,3,4.05,4.05,4.05
GMS025,1991,4,3.91,3.91,3.91
GMS025,1991,5,3.82,3.82,3.82
GMS025,1991,6,3.76,3.76,3.76
GMS025,1991,7,3.72,3.72,3.72
GMS025,1991,8,3.64,3.64,3.64
GMS025,1991,9,3.57,3.57,3.57
GMS025,1991,10,3.59,3.59,3.59
GMS025,1991,11,4.09,4.09,4.09
GMS025,1991,12,4.22,4.22,4.22
GMS025,1992,1,4.13,4.13,4.13
GMS025,1992,2,4.08,4.08,4.08
GMS025,1992,3,4.34,4.34,4.34
GMS025,1992,4,4.27,4.27,4.27
GMS025,1992,5,4.2,4.2,4.2
GMS025,1992,6,3.89,3.89,3.89
GMS025,1992,7,3.7,3.7,3.7
GMS025,1992,8,3.6,3.6,3.6
GMS025,1992,9,3.59,3.59,3.59
GMS025,1992,10,3.58,3.58,3.58
GMS025,1992,11,3.73,3.73,3.73
GMS025,1992,12,3.89,3.89,3.89
GMS025,1993,1,4.31,4.31,4.31
GMS025,1993,2,4.32,4.32,4.32
GMS025,1993,3,4.13,4.13,4.13
GMS025,1993,4,3.99,3.99,3.99
GMS025,1993,5,3.85,3.85,3.85
GMS025,1993,6,3.78,3.78,3.78
GMS025,1993,7,3.76,3.76,3.76
GMS025,1993,8,3.99,3.99,3.99
GMS025,1993,9,4.15,4.15,4.15
GMS025,1993,10,4.42,4.42,4.42
GMS025,1993,11,4.51,4.51,4.51
GMS025,1993,12,4.93,4.93,4.93
GMS025,1994,1,4.78,4.78,4.78
GMS025,1994,2,4.53,4.53,4.53
GMS025,1994,3,4.46,4.46,4.46
GMS025,1994,4,4.58,4.58,4.58
GMS025,1994,5,4.22,4.22,4.22
GMS025,1994,6,4.02,4.02,4.02
GMS025,1994,7,3.98,3.98,3.98
GMS025,1994,8,3.79,3.79,3.79
GMS025,1994,9,3.81,3.81,3.81
GMS025,1994,10,3.76,3.76,3.76
GMS025,1994,11,4.12,4.12,4.12
GMS025,1994,12,4.51,4.51,4.51
GMS025,1995,1,4.56,4.56,4.56
GMS025,1995,2,4.77,4.77,4.77
GMS025,1995,3,4.55,4.55,4.55
GMS025,1995,4,4.41,4.41,4.41
GMS025,1995,5,4.16,4.16,4.16
GMS025,1995,6,4.08,4.08,4.08
GMS025,1995,7,3.88,3.88,3.88
GMS025,1995,8,3.72,3.72,3.72
GMS025,1995,9,3.83,3.83,3.83
GMS025,1995,10,3.84,3.84,3.84
GMS025,1995,11,3.83,3.83,3.83
GMS025,1995,12,3.83,3.83,3.83
GMS025,1996,1,3.76,3.76,3.76
GMS025,1996,2,3.8,3.8,3.8
GMS025,1996,3,3.91,3.91,3.91
GMS025,1996,4,3.8,3.8,3.8
GMS025,1996,5,3.73,3.73,3.73
GMS025,1996,6,3.72,3.72,3.72
GMS025,1996,7,3.67,3.67,3.67
GMS025,1996,8,3.59,3.59,3.59
GMS025,1996,9,3.57,3.57,3.57
GMS025,1996,10,3.55,3.55,3.55
GMS025,1996,11,3.64,3.64,3.64
GMS025,1996,12,3.83,3.83,3.83
GMS025,1997,1,3.8,3.8,3.8
GMS025,1997,2,3.89,3.89,3.89
GMS025,1997,3,3.92,3.92,3.92
GMS025,1997,4,3.91,3.91,3.91
GMS025,1997,5,3.97,3.97,3.97
GMS025,1997,6,3.9,3.9,3.9
GMS025,1997,7,4.0,4.0,4.0
GMS025,1997,8,3.8,3.8,3.8
GMS025,1997,9,3.7,3.7,3.7
GMS025,1997,10,3.64,3.64,3.64
GMS025,1997,11,3.66,3.66,3.66
GMS025,1997,12,3.74,3.74,3.74
GMS025,1998,1,4.17,4.17,4.17
GMS025,1998,2,4.1,4.1,4.1
GMS025,1998,3,4.34,4.34,4.34
GMS025,1998,4,4.34,4.34,4.34
GMS025,1998,5,4.15,4.15,4.15
GMS025,1998,6,4.04,4.04,4.04
GMS025,1998,7,4.03,4.03,4.03
GMS025,1998,8,3.93,3.93,3.93
GMS025,1998,9,4.0,4.0,4.0
GMS025,1998,10,4.28,4.28,4.28
GMS025,1998,11,4.74,4.74,4.74
GMS025,1998,12,4.66,4.66,4.66
GMS025,1999,1,4.56,4.56,4.56
GMS025,1999,2,4.5,4.5,4.5
GMS025,1999,3,4.54,4.54,4.54
GMS025,1999,4,4.22,4.22,4.22
GMS025,1999,5,4.04,4.04,4.04
GMS025,1999,6,3.91,3.91,3.91
GMS025,1999,7,3.77,3.77,3.77
GMS025,1999,8,3.65,3.65,3.65
GMS025,1999,9,3.57,3.57,3.57
GMS025,1999,10,3.54,3.54,3.54
GMS025,1999,11,3.51,3.51,3.51
GMS025,1999,12,3.81,3.81,3.81
GMS025,2000,1,4.03,4.03,4.03
GMS025,2000,2,4.21,4.21,4.21
GMS025,2000,3,4.58,4.58,4.58
GMS025,2000,4,4.29,4.29,4.29
GMS025,2000,5,4.02,4.02,4.02
GMS025,2000,6,3.91,3.91,3.91
GMS025,2000,7,3.83,3.83,3.83
GMS025,2000,8,3.85,3.85,3.85
GMS025,2000,9,3.87,3.87,3.87
GMS025,2000,10,3.86,3.86,3.86
GMS025,2000,11,3.84,3.84,3.84
GMS025,2000,12,3.93,3.93,3.93
GMS025,2001,1,4.13,4.13,4.13
GMS025,2001,2,4.37,4.37,4.37
GMS025,2001,3,4.26,4.26,4.26
GMS025,2001,4,4.35,4.35,4.35
GMS025,2001,5,4.25,4.25,4.25
GMS025,2001,6,4.06,4.06,4.06
GMS025,2001,7,3.97,3.97,3.97
GMS025,2001,8,3.89,3.89,3.89
GMS025,2001,9,4.31,4.31,4.31
GMS025,2001,10,4.32,4.32,4.32
GMS025,2001,11,4.17,4.17,4.17
GMS025,2001,12,4.54,4.54,4.54
GMS025,2002,1,4.59,4.59,4.59
GMS025,2002,2,4.66,4.66,4.66
GMS025,2002,3,4.59,4.59,4.59
GMS025,2002,4,4.35,4.35,4.35
GMS025,2002,5,4.38,4.38,4.38
GMS025,2002,6,4.12,4.12,4.12
GMS025,2002,7,4.3,4.3,4.3
GMS025,2002,8,4.47,4.47,4.47
GMS025,2002,9,4.17,4.17,4.17
GMS025,2002,10,4.19,4.19,4.19
GMS025,2002,11,4.66,4.66,4.66
GMS025,2002,12,4.41,4.41,4.41
GMS025,2003,1,4.83,4.83,4.83
GMS025,2003,2,4.54,4.54,4.54
GMS025,2003,3,4.31,4.31,4.31
GMS025,2003,4,4.14,4.14,4.14
GMS025,2003,5,4.18,4.18,4.18
GMS025,2003,6,4.04,4.04,4.04
GMS025,2003,7,3.86,3.86,3.86
GMS025,2003,8,3.71,3.71,3.71
GMS025,2003,9,3.64,3.64,3.64
GMS025,2003,10,3.65,3.65,3.65
GMS025,2003,11,3.63,3.63,3.63
GMS025,2003,12,,,
GMS025,2004,1,,,
GMS025,2004,2,,,
GMS025,2004,3,,,
GMS025,2004,4,,,
GMS025,2004,5,4.03,4.03,4.03
GMS025,2004,6,3.96,3.96,3.96
GMS025,2004,7,3.92,3.92,3.92
GMS025,2004,8,3.82,3.82,3.82
GMS025,2004,9,3.77,3.77,3.77
GMS025,2004,10,,,
GMS025,2004,11,,,
GMS025,2004,12,,,
GMS025,2005,1,4.06,4.06,4.06
GMS025,2005,2,4.2,4.2,4.2
GMS025,2005,3,4.16,4.16,4.16
GMS025,2005,4,,,
GMS025,2005,5,4.05,4.05,4.05
GMS025,2005,6,3.99,3.99,3.99
GMS025,2005,7,3.86,3.86,3.86
GMS025,2005,8,,,
GMS025,2005,9,,,
GMS025,2005,10,,,
GMS025,2005,11,,,
GMS025,2005,12,,,
GMS025,2006,1,,,
GMS025,2006,2,,,
GMS025,2006,3,,,
GMS025,2006,4,,,
GMS025,2006,5,,,
GMS025,2006,6,,,
GMS025,2006,7,3.71,3.71,3.71
GMS025,2006,8,3.72,3.72,3.72
GMS025,2006,9,3.82,3.82,3.82
GMS025,2006,10,3.74,3.74,3.74
GMS025,2006,11,3.8,3.8,3.8
GMS025,2006,12,3.94,3.94,3.94
GMS025,2007,1,4.33,4.33,4.33
GMS025,2007,2,4.48,4.48,4.48
GMS025,2007,3,4.53,4.53,4.53
GMS025,2007,4,4.18,4.18,4.18
GMS025,2007,5,4.04,4.04,4.04
GMS025,2007,6,3.96,3.96,3.96
GMS025,2007,7,3.93,3.93,3.93
GMS025,2007,8,3.88,3.88,3.88
GMS025,2007,9,3.85,3.85,3.85
GMS025,2007,10,3.9,3.9,3.9
GMS025,2007,11,4.22,4.22,4.22
GMS025,2007,12,4.43,4.43,4.43
GMS025,2008,1,4.56,4.56,4.56
GMS025,2008,2,4.58,4.58,4.58
GMS025,2008,3,4.66,4.66,4.66
GMS025,2008,4,4.43,4.43,4.43
GMS025,2008,5,4.14,4.14,4.14
GMS025,2008,6,3.93,3.93,3.93
GMS025,2008,7,3.84,3.84,3.84
GMS025,2008,8,3.89,3.89,3.89
GMS025,2008,9,3.82,3.82,3.82
GMS025,2008,10,3.85,3.85,3.85
GMS025,2008,11,3.94,3.94,3.94
GMS025,2008,12,3.99,3.99,3.99
GMS025,2009,1,4.01,4.01,4.01
GMS025,2009,2,4.12,4.12,4.12
GMS025,2009,3,4.34,4.34,4.34
GMS025,2009,4,4.18,4.18,4.18
GMS025,2009,5,3.96,3.96,3.96
GMS025,2009,6,3.87,3.87,3.87
GMS025,2009,7,3.82,3.82,3.82
GMS025,2009,8,3.74,3.74,3.74
GMS025,2009,9,3.63,3.63,3.63
GMS025,2009,10,3.67,3.67,3.67
GMS025,2009,11,3.93,3.93,3.93
GMS025,2009,12,4.16,4.16,4.16
GMS025,2010,1,4.2,4.2,4.2
GMS025,2010,2,4.23,4.23,4.23
GMS025,2010,3,4.56,4.56,4.56
GMS025,2010,4,4.35,4.35,4.35
GMS025,2010,5,4.1,4.1,4.1
GMS025,2010,6,3.96,3.96,3.96
GMS025,2010,7,3.78,3.78,3.78
GMS025,2010,8,3.75,3.75,3.75
GMS025,2010,9,3.85,3.85,3.85
GMS025,2010,10,3.88,3.88,3.88
GMS025,2010,11,3.91,3.91,3.91
GMS025,2010,12,3.89,3.89,3.89
GMS025,2011,1,4.14,4.14,4.14
GMS025,2011,2,4.11,4.11,4.11
GMS025,2011,3,3.87,3.87,3.87
GMS025,2011,4,3.74,3.74,3.74
GMS025,2011,5,3.6,3.6,3.6
GMS025,2011,6,3.53,3.53,3.53
GMS025,2011,7,3.48,3.48,3.48
GMS025,2011,8,3.51,3.51,3.51
GMS025,2011,9,3.64,3.64,3.64
GMS025,2011,10,3.72,3.72,3.72
GMS025,2011,11,3.9,3.9,3.9
GMS025,2011,12,4.23,4.23,4.23
GMS025,2012,1,4.72,4.72,4.72
GMS025,2012,2,4.36,4.36,4.36
GMS025,2012,3,4.23,4.23,4.23
GMS025,2012,4,4.06,4.06,4.06
GMS025,2012,5,3.95,3.95,3.95
GMS025,2012,6,3.85,3.85,3.85
GMS025,2012,7,3.79,3.79,3.79
GMS025,2012,8,3.72,3.72,3.72
GMS025,2012,9,3.65,3.65,3.65
GMS025,2012,10,3.72,3.72,3.72
GMS025,2012,11,3.74,3.74,3.74
GMS025,2012,12,3.93,3.93,3.93
GMS025,2013,1,4.23,4.23,4.23
GMS025,2013,2,4.41,4.41,4.41
GMS025,2013,3,4.16,4.16,4.16
GMS025,2013,4,4.04,4.04,4.04
GMS025,2013,5,4.05,4.05,4.05
GMS025,2013,6,4.12,4.12,4.12
GMS025,2013,7,3.94,3.94,3.94
GMS025,2013,8,3.8,3.8,3.8
GMS025,2013,9,3.75,3.75,3.75
GMS025,2013,10,3.72,3.72,3.72
GMS025,2013,11,3.86,3.86,3.86
GMS025,2013,12,4.01,4.01,4.01
GMS025,2014,1,4.12,4.12,4.12
GMS025,2014,2,,,
GMS025,2014,3,4.06,4.06,4.06
GMS025,2014,4,3.99,3.99,3.99
GMS025,2014,5,4.0,4.0,4.0
GMS025,2014,6,3.95,3.95,3.95
GMS025,2014,7,3.84,3.84,3.84
GMS025,2014,8,3.75,3.75,3.75
GMS025,2014,9,3.7,3.7,3.7
GMS025,2014,10,3.68,3.68,3.68
GMS025,2014,11,3.7,3.7,3.7
GMS025,2014,12,3.89,3.89,3.89
GMS025,2015,1,4.28,4.28,4.28
GMS025,2015,2,4.22,4.22,4.22
GMS025,2015,3,4.22,4.22,4.22
GMS025,2015,4,4.32,4.32,4.32
GMS025,2015,5,,,
GMS025,2015,6,,,
GMS025,2015,7,,,
GMS025,2015,8,,,
GMS025,2015,9,,,
GMS025,2015,10,,,
GMS025,2015,11,,,
GMS025,2015,12,,,
GMS025,2016,1,,,
GMS025,2016,2,4.7,4.7,4.7
GMS025,2016,3,4.46,4.46,4.46
GMS025,2016,4,4.31,4.31,4.31
GMS025,2016,5,4.2,4.2,4.2
GMS025,2016,6,4.07,4.07,4.07
GMS025,2016,7,3.98,3.98,3.98
GMS025,2016,8,3.82,3.82,3.82
GMS025,2016,9,3.74,3.74,3.74
GMS025,2016,10,3.68,3.68,3.68
GMS025,2016,11,3.68,3.68,3.68
GMS025,2016,12,3.7,3.7,3.7
GMS025,2017,1,3.86,3.86,3.86
GMS025,2017,2,4.02,4.02,4.02
GMS025,2017,3,4.29,4.29,4.29
GMS025,2017,4,,,
GMS025,2017,5,,,
GMS025,2017,6,,,
GMS025,2017,7,,,
GMS025,2017,8,,,
GMS025,2017,9,,,
GMS025,2017,10,,,
GMS025,2017,11,,,
GMS025,2017,12,4.47,4.47,4.47
GMS025,2018,1,4.6,4.6,4.6
GMS025,2018,2,4.39,4.39,4.39
GMS025,2018,3,4.16,4.16,4.16
GMS025,2018,4,4.37,4.37,4.37
GMS025,2018,5,4.09,4.09,4.09
GMS025,2018,6,3.84,3.84,3.84
GMS025,2018,7,3.69,3.69,3.69
GMS025,2018,8,3.58,3.58,3.58
GMS025,2018,9,3.52,3.52,3.52
GMS025,2018,10,3.5,3.5,3.5
GMS025,2018,11,3.51,3.51,3.51
GMS025,2018,12,3.57,3.57,3.57
GMS025,2019,1,3.73,3.73,3.73
GMS025,2019,2,3.9,3.9,3.9
GMS025,2019,3,4.04,4.04,4.04
GMS025,2019,4,4.01,4.01,4.01
GMS025,2019,5,3.85,3.85,3.85
GMS025,2019,6,3.72,3.72,3.72
GMS025,2019,7,3.59,3.59,3.59
GMS025,2019,8,3.51,3.51,3.51
GMS025,2019,9,3.48,3.48,3.48
GMS025,2019,10,3.67,3.67,3.67
GMS025,2019,11,,,
GMS025,2019,12,4.03,4.03,4.03
GMS025,2020,1,4.03,4.03,4.03
GMS025,2020,2,4.35,4.35,4.35
GMS025,2020,3,4.49,4.49,4.49
GMS025,2020,4,4.13,4.13,4.13
GMS025,2020,5,3.94,3.94,3.94
GMS025,2020,6,3.79,3.79,3.79
GMS025,2020,7,3.69,3.69,3.69
GMS025,2020,8,3.6,3.6,3.6
GMS025,2020,9,3.6,3.6,3.6
GMS025,2020,10,3.57,3.57,3.57
GMS025,2020,11,3.63,3.63,3.63
GMS025,2020,12,3.7,3.7,3.7
GMS025,2021,1,3.96,3.96,3.96
GMS025,2021,2,4.21,4.21,4.21
GMS025,2021,3,4.26,4.26,4.26
GMS025,2021,4,4.11,4.11,4.11
GMS025,2021,5,4.03,4.03,4.03
GMS025,2021,6,3.9,3.9,3.9
GMS025,2021,7,3.79,3.79,3.79
GMS025,2021,8,3.71,3.71,3.71
GMS025,2021,9,3.67,3.67,3.67
GMS025,2021,10,,,
GMS025,2021,11,,,
GMS025,2021,12,3.89,3.89,3.89
