ms_nr,year,month,min_gwl,mean_gwl,max_gwl
GMS207,1990,1,3.8,3.8,3.8
GMS207,1990,2,3.84,3.84,3.84
GMS207,1990,3,3.53,3.53,3.53
GMS207,1990,4,3.66,3.66,3.66
GMS207,1990,5,3.6,3.6,3.6
GMS207,1990,6,3.58,3.58,3.58
GMS207,1990,7,3.55,3.55,3.55
GMS207,1990,8,3.46,3.46,3.46
GMS207,1990,9,3.45,3.45,3.45
GMS207,1990,10,3.4,3.4,3.4
GMS207,1990,11,3.72,3.72,3.72
GMS207,1990,12,3.76,3.76,3.76
GMS207,1991,1,3.85,3.85,3.85
GMS207,1991,2,3.85,3.85,3.85
GMS207,1991,3,3.69,3.69,3.69
GMS207,1991,4,3.57,3.57,3.57
GMS207,1991,5,3.44,3.44,3.44
GMS207,1991,6,3.41,3.41,3.41
GMS207,1991,7,3.45,3.45,3.45
GMS207,1991,8,3.44,3.44,3.44
GMS207,1991,9,3.34,3.34,3.34
GMS207,1991,10,3.33,3.33,3.33
GMS207,1991,11,3.45,3.45,3.45
GMS207,1991,12,3.61,3.61,3.61
GMS207,1992,1,3.44,3.44,3.44
GMS207,1992,2,3.45,3.45,3.45
GMS207,1992,3,3.72,3.72,3.72
GMS207,1992,4,3.91,3.91,3.91
GMS207,1992,5,3.84,3.84,3.84
GMS207,1992,6,3.64,3.64,3.64
GMS207,1992,7,3.46,3.46,3.46
GMS207,1992,8,3.41,3.41,3.41
GMS207,1992,9,3.34,3.34,3.34
GMS207,1992,10,3.22,3.22,3.22
GMS207,1992,11,3.37,3.37,3.37
GMS207,1992,12,3.52,3.52,3.52
GMS207,1993,1,3.65,3.65,3.65
GMS207,1993,2,3.85,3.85,3.85
GMS207,1993,3,3.74,3.74,3.74
GMS207,1993,4,3.62,3.62,3.62
GMS207,1993,5,3.54,3.54,3.54
GMS207,1993,6,3.45,3.45,3.45
GMS207,1993,7,3.56,3.56,3.56
GMS207,1993,8,3.88,3.88,3.88
GMS207,1993,9,3.79,3.79,3.79
GMS207,1993,10,4.12,4.12,4.12
GMS207,1993,11,4.04,4.04,4.04
GMS207,1993,12,4.1,4.1,4.1
GMS207,1994,1,4.37,4.37,4.37
GMS207,1994,2,4.31,4.31,4.31
GMS207,1994,3,4.21,4.21,4.21
GMS207,1994,4,4.41,4.41,4.41
GMS207,1994,5,4.13,4.13,4.13
GMS207,1994,6,,,
GMS207,1994,7,,,
GMS207,1994,8,,,
GMS207,1994,9,3.43,3.43,3.43
GMS207,1994,10,3.37,3.37,3.37
GMS207,1994,11,3.38,3.38,3.38
GMS207,1994,12,3.45,3.45,3.45
GMS207,1995,1,3.43,3.43,3.43
GMS207,1995,2,3.6,3.6,3.6
GMS207,1995,3,3.73,3.73,3.73
GMS207,1995,4,3.8,3.8,3.8
GMS207,1995,5,3.79,3.79,3.79
GMS207,1995,6,,,
GMS207,1995,7,,,
GMS207,1995,8,,,
GMS207,1995,9,3.68,3.68,3.68
GMS207,1995,10,3.64,3.64,3.64
GMS207,1995,11,3.56,3.56,3.56
GMS207,1995,12,3.55,3.55,3.55
GMS207,1996,1,3.49,3.49,3.49
GMS207,1996,2,3.32,3.32,3.32
GMS207,1996,3,3.29,3.29,3.29
GMS207,1996,4,3.28,3.28,3.28
GMS207,1996,5,3.38,3.38,3.38
GMS207,1996,6,3.4,3.4,3.4
GMS207,1996,7,3.41,3.41,3.41
GMS207,1996,8,3.32,3.32,3.32
GMS207,1996,9,3.29,3.29,3.29
GMS207,1996,10,3.28,3.28,3.28
GMS207,1996,11,3.42,3.42,3.42
GMS207,1996,12,3.5,3.5,3.5
GMS207,1997,1,3.33,3.33,3.33
GMS207,1997,2,3.31,3.31,3.31
GMS207,1997,3,3.57,3.57,3.57
GMS207,1997,4,3.62,3.62,3.62
GMS207,1997,5,3.58,3.58,3.58
GMS207,1997,6,3.51,3.51,3.51
GMS207,1997,7,3.63,3.63,3.63
GMS207,1997,8,3.51,3.51,3.51
GMS207,1997,9,3.39,3.39,3.39
GMS207,1997,10,3.34,3.34,3.34
GMS207,1997,11,3.27,3.27,3.27
GMS207,1997,12,3.2,3.2,3.2
GMS207,1998,1,3.43,3.43,3.43
GMS207,1998,2,3.42,3.42,3.42
GMS207,1998,3,3.58,3.58,3.58
GMS207,1998,4,3.58,3.58,3.58
GMS207,1998,5,3.65,3.65,3.65
GMS207,1998,6,3.57,3.57,3.57
GMS207,1998,7,3.66,3.66,3.66
GMS207,1998,8,3.54,3.54,3.54
GMS207,1998,9,3.49,3.49,3.49
GMS207,1998,10,3.63,3.63,3.63
GMS207,1998,11,4.07,4.07,4.07
GMS207,1998,12,4.08,4.08,4.08
GMS207,1999,1,4.18,4.18,4.18
GMS207,1999,2,4.16,4.16,4.16
GMS207,1999,3,4.28,4.28,4.28
GMS207,1999,4,4.09,4.09,4.09
GMS207,1999,5,3.95,3.95,3.95
GMS207,1999,6,3.85,3.85,3.85
GMS207,1999,7,3.71,3.71,3.71
GMS207,1999,8,3.6,3.6,3.6
GMS207,1999,9,3.52,3.52,3.52
GMS207,1999,10,3.45,3.45,3.45
GMS207,1999,11,3.39,3.39,3.39
GMS207,1999,12,3.75,3.75,3.75
GMS207,2000,1,3.89,3.89,3.89
GMS207,2000,2,4.0,4.0,4.0
GMS207,2000,3,4.07,4.07,4.07
GMS207,2000,4,3.94,3.94,3.94
GMS207,2000,5,3.74,3.74,3.74
GMS207,2000,6,3.61,3.61,3.61
GMS207,2000,7,3.56,3.56,3.56
GMS207,2000,8,3.74,3.74,3.74
GMS207,2000,9,3.57,3.57,3.57
GMS207,2000,10,3.49,3.49,3.49
GMS207,2000,11,3.45,3.45,3.45
GMS207,2000,12,3.47,3.47,3.47
GMS207,2001,1,3.5,3.5,3.5
GMS207,2001,2,3.55,3.55,3.55
GMS207,2001,3,3.56,3.56,3.56
GMS207,2001,4,3.54,3.54,3.54
GMS207,2001,5,3.5,3.5,3.5
GMS207,2001,6,3.43,3.43,3.43
GMS207,2001,7,3.32,3.32,3.32
GMS207,2001,8,3.24,3.24,3.24
GMS207,2001,9,3.5,3.5,3.5
GMS207,2001,10,3.63,3.63,3.63
GMS207,2001,11,3.54,3.54,3.54
GMS207,2001,12,3.63,3.63,3.63
GMS207,2002,1,3.66,3.66,3.66
GMS207,2002,2,3.86,3.86,3.86
GMS207,2002,3,4.08,4.08,4.08
GMS207,2002,4,3.87,3.87,3.87
GMS207,2002,5,3.86,3.86,3.86
GMS207,2002,6,3.73,3.73,3.73
GMS207,2002,7,3.77,3.77,3.77
GMS207,2002,8,3.91,3.91,3.91
GMS207,2002,9,3.68,3.68,3.68
GMS207,2002,10,3.73,3.73,3.73
GMS207,2002,11,4.13,4.13,4.13
GMS207,2002,12,3.9,3.9,3.9
GMS207,2003,1,4.18,4.18,4.18
GMS207,2003,2,4.15,4.15,4.15
GMS207,2003,3,3.93,3.93,3.93
GMS207,2003,4,3.82,3.82,3.82
GMS207,2003,5,3.77,3.77,3.77
GMS207,2003,6,3.69,3.69,3.69
GMS207,2003,7,3.48,3.48,3.48
GMS207,2003,8,3.26,3.26,3.26
GMS207,2003,9,3.14,3.14,3.14
GMS207,2003,10,3.0,3.0,3.0
GMS207,2003,11,2.95,2.95,2.95
GMS207,2003,12,3.15,3.15,3.15
GMS207,2004,1,3.65,3.65,3.65
GMS207,2004,2,4.01,4.01,4.01
GMS207,2004,3,3.93,3.93,3.93
GMS207,2004,4,3.88,3.88,3.88
GMS207,2004,5,3.78,3.78,3.78
GMS207,2004,6,3.69,3.69,3.69
GMS207,2004,7,3.74,3.74,3.74
GMS207,2004,8,3.69,3.69,3.69
GMS207,2004,9,,,
GMS207,2004,10,,,
GMS207,2004,11,3.89,3.89,3.89
GMS207,2004,12,3.87,3.87,3.87
GMS207,2005,1,3.95,3.95,3.95
GMS207,2005,2,4.03,4.03,4.03
GMS207,2005,3,4.0,4.0,4.0
GMS207,2005,4,3.9,3.9,3.9
GMS207,2005,5,3.87,3.87,3.87
GMS207,2005,6,,,
GMS207,2005,7,,,
GMS207,2005,8,,,
GMS207,2005,9,,,
GMS207,2005,10,3.53,3.53,3.53
GMS207,2005,11,,,
GMS207,2005,12,,,
GMS207,2006,1,,,
GMS207,2006,2,,,
GMS207,2006,3,3.62,3.62,3.62
GMS207,2006,4,3.7,3.7,3.7
GMS207,2006,5,3.73,3.73,3.73
GMS207,2006,6,3.64,3.64,3.64
GMS207,2006,7,3.44,3.44,3.44
GMS207,2006,8,3.38,3.38,3.38
GMS207,2006,9,3.44,3.44,3.44
GMS207,2006,10,3.36,3.36,3.36
GMS207,2006,11,3.58,3.58,3.58
GMS207,2006,12,3.62,3.62,3.62
GMS207,2007,1,3.95,3.95,3.95
GMS207,2007,2,4.12,4.12,4.12
GMS207,2007,3,4.22,4.22,4.22
GMS207,2007,4,4.05,4.05,4.05
GMS207,2007,5,3.94,3.94,3.94
GMS207,2007,6,3.9,3.9,3.9
GMS207,2007,7,3.92,3.92,3.92
GMS207,2007,8,3.84,3.84,3.84
GMS207,2007,9,3.85,3.85,3.85
GMS207,2007,10,3.86,3.86,3.86
GMS207,2007,11,4.02,4.02,4.02
GMS207,2007,12,4.28,4.28,4.28
GMS207,2008,1,4.25,4.25,4.25
GMS207,2008,2,4.34,4.34,4.34
GMS207,2008,3,4.44,4.44,4.44
GMS207,2008,4,4.31,4.31,4.31
GMS207,2008,5,4.09,4.09,4.09
GMS207,2008,6,3.9,3.9,3.9
GMS207,2008,7,3.98,3.98,3.98
GMS207,2008,8,4.01,4.01,4.01
GMS207,2008,9,3.94,3.94,3.94
GMS207,2008,10,3.88,3.88,3.88
GMS207,2008,11,3.89,3.89,3.89
GMS207,2008,12,4.01,4.01,4.01
GMS207,2009,1,3.97,3.97,3.97
GMS207,2009,2,3.97,3.97,3.97
GMS207,2009,3,4.05,4.05,4.05
GMS207,2009,4,4.08,4.08,4.08
GMS207,2009,5,3.99,3.99,3.99
GMS207,2009,6,3.92,3.92,3.92
GMS207,2009,7,3.88,3.88,3.88
GMS207,2009,8,3.82,3.82,3.82
GMS207,2009,9,3.73,3.73,3.73
GMS207,2009,10,3.67,3.67,3.67
GMS207,2009,11,3.67,3.67,3.67
GMS207,2009,12,3.7,3.7,3.7
GMS207,2010,1,3.74,3.74,3.74
GMS207,2010,2,3.82,3.82,3.82
GMS207,2010,3,3.9,3.9,3.9
GMS207,2010,4,3.95,3.95,3.95
GMS207,2010,5,3.91,3.91,3.91
GMS207,2010,6,3.82,3.82,3.82
GMS207,2010,7,3.71,3.71,3.71
GMS207,2010,8,3.65,3.65,3.65
GMS207,2010,9,3.75,3.75,3.75
GMS207,2010,10,3.78,3.78,3.78
GMS207,2010,11,3.84,3.84,3.84
GMS207,2010,12,3.92,3.92,3.92
GMS207,2011,1,4.01,4.01,4.01
GMS207,2011,2,4.14,4.14,4.14
GMS207,2011,3,4.14,4.14,4.14
GMS207,2011,4,4.04,4.04,4.04
GMS207,2011,5,3.95,3.95,3.95
GMS207,2011,6,3.87,3.87,3.87
GMS207,2011,7,3.79,3.79,3.79
GMS207,2011,8,3.73,3.73,3.73
GMS207,2011,9,3.75,3.75,3.75
GMS207,2011,10,3.74,3.74,3.74
GMS207,2011,11,3.69,3.69,3.69
GMS207,2011,12,3.81,3.81,3.81
GMS207,2012,1,4.22,4.22,4.22
GMS207,2012,2,4.31,4.31,4.31
GMS207,2012,3,4.19,4.19,4.19
GMS207,2012,4,4.11,4.11,4.11
GMS207,2012,5,4.04,4.04,4.04
GMS207,2012,6,3.96,3.96,3.96
GMS207,2012,7,3.89,3.89,3.89
GMS207,2012,8,3.82,3.82,3.82
GMS207,2012,9,3.74,3.74,3.74
GMS207,2012,10,3.7,3.7,3.7
GMS207,2012,11,3.66,3.66,3.66
GMS207,2012,12,3.64,3.64,3.64
GMS207,2013,1,3.8,3.8,3.8
GMS207,2013,2,3.89,3.89,3.89
GMS207,2013,3,3.89,3.89,3.89
GMS207,2013,4,3.77,3.77,3.77
GMS207,2013,5,3.71,3.71,3.71
GMS207,2013,6,3.77,3.77,3.77
GMS207,2013,7,3.83,3.83,3.83
GMS207,2013,8,3.7,3.7,3.7
GMS207,2013,9,3.6,3.6,3.6
GMS207,2013,10,3.54,3.54,3.54
GMS207,2013,11,3.6,3.6,3.6
GMS207,2013,12,3.61,3.61,3.61
GMS207,2014,1,3.63,3.63,3.63
GMS207,2014,2,3.62,3.62,3.62
GMS207,2014,3,3.6,3.6,3.6
GMS207,2014,4,3.56,3.56,3.56
GMS207,2014,5,3.59,3.59,3.59
GMS207,2014,6,3.63,3.63,3.63
GMS207,2014,7,3.63,3.63,3.63
GMS207,2014,8,3.54,3.54,3.54
GMS207,2014,9,3.47,3.47,3.47
GMS207,2014,10,3.42,3.42,3.42
GMS207,2014,11,3.39,3.39,3.39
GMS207,2014,12,3.38,3.38,3.38
GMS207,2015,1,3.49,3.49,3.49
GMS207,2015,2,3.57,3.57,3.57
GMS207,2015,3,3.59,3.59,3.59
GMS207,2015,4,,,
GMS207,2015,5,,,
GMS207,2015,6,,,
GMS207,2015,7,,,
GMS207,2015,8,,,
GMS207,2015,9,,,
GMS207,2015,10,,,
GMS207,2015,11,,,
GMS207,2015,12,,,
GMS207,2016,1,,,
GMS207,2016,2,,,
GMS207,2016,3,,,
GMS207,2016,4,,,
GMS207,2016,5,,,
GMS207,2016,6,,,
GMS207,2016,7,,,
GMS207,2016,8,,,
GMS207,2016,9,,,
GMS207,2016,10,,,
GMS207,2016,11,,,
GMS207,2016,12,,,
GMS207,2017,1,,,
GMS207,2017,2,,,
GMS207,2017,3,,,
GMS207,2017,4,,,
GMS207,2017,5,,,
GMS207,2017,6,,,
GMS207,2017,7,,,
GMS207,2017,8,,,
GMS207,2017,9,,,
GMS207,2017,10,3.61,3.61,3.61
GMS207,2017,11,3.59,3.59,3.59
GMS207,2017,12,3.52,3.52,3.52
GMS207,2018,1,3.68,3.68,3.68
GMS207,2018,2,3.8,3.8,3.8
GMS207,2018,3,3.74,3.74,3.74
GMS207,2018,4,3.73,3.73,3.73
GMS207,2018,5,3.77,3.77,3.77
GMS207,2018,6,3.65,3.65,3.65
GMS207,2018,7,3.54,3.54,3.54
GMS207,2018,8,3.44,3.44,3.44
GMS207,2018,9,3.37,3.37,3.37
GMS207,2018,10,3.31,3.31,3.31
GMS207,2018,11,3.27,3.27,3.27
GMS207,2018,12,3.26,3.26,3.26
GMS207,2019,1,3.3,3.3,3.3
GMS207,2019,2,3.38,3.38,3.38
GMS207,2019,3,3.45,3.45,3.45
GMS207,2019,4,3.52,3.52,3.52
GMS207,2019,5,3.44,3.44,3.44
GMS207,2019,6,3.39,3.39,3.39
GMS207,2019,7,3.31,3.31,3.31
GMS207,2019,8,3.25,3.25,3.25
GMS207,2019,9,3.21,3.21,3.21
GMS207,2019,10,3.34,3.34,3.34
GMS207,2019,11,3.41,3.41,3.41
GMS207,2019,12,3.44,3.44,3.44
GMS207,2020,1,3.44,3.44,3.44
GMS207,2020,2,3.52,3.52,3.52
GMS207,2020,3,3.84,3.84,3.84
GMS207,2020,4,3.86,3.86,3.86
GMS207,2020,5,3.75,3.75,3.75
GMS207,2020,6,3.65,3.65,3.65
GMS207,2020,7,3.58,3.58,3.58
GMS207,2020,8,3.52,3.52,3.52
GMS207,2020,9,3.48,3.48,3.48
GMS207,2020,10,3.42,3.42,3.42
GMS207,2020,11,3.37,3.37,3.37
GMS207,2020,12,3.35,3.35,3.35
GMS207,2021,1,3.42,3.42,3.42
GMS207,2021,2,3.5,3.5,3.5
GMS207,2021,3,3.59,3.59,3.59
GMS207,2021,4,3.65,3.65,3.65
GMS207,2021,5,3.6,3.6,3.6
GMS207,2021,6,3.56,3.56,3.56
GMS207,2021,7,3.5,3.5,3.5
GMS207,2021,8,3.43,3.43,3.43
GMS207,2021,9,3.37,3.37,3.37
GMS207,2021,10,3.32,3.32,3.32
GMS207,2021,11,3.29,3.29,3.29
GMS207,2021,12,3.31,3.31,3.31
GMS141,1990,1,1.39,1.39,1.39
GMS141,1990,2,1.3,1.3,1.3
GMS141,1990,3,1.26,1.26,1.26
GMS141,1990,4,1.13,1.13,1.13
GMS141,1990,5,1.21,1.21,1.21
GMS141,1990,6,1.33,1.33,1.33
GMS141,1990,7,1.29,1.29,1.29
GMS141,1990,8,1.21,1.21,1.21
GMS141,1990,9,1.43,1.43,1.43
GMS141,1990,10,1.35,1.35,1.35
GMS141,1990,11,1.38,1.38,1.38
GMS141,1990,12,1.46,1.46,1.46
GMS141,1991,1,1.47,1.47,1.47
GMS141,1991,2,1.44,1.44,1.44
GMS141,1991,3,1.37,1.37,1.37
GMS141,1991,4,1.32,1.32,1.32
GMS141,1991,5,1.34,1.34,1.34
GMS141,1991,6,1.37,1.37,1.37
GMS141,1991,7,1.32,1.32,1.32
GMS141,1991,8,1.28,1.28,1.28
GMS141,1991,9,1.23,1.23,1.23
GMS141,1991,10,1.39,1.39,1.39
GMS141,1991,11,1.44,1.44,1.44
GMS141,1991,12,1.47,1.47,1.47
GMS141,1992,1,1.51,1.51,1.51
GMS141,1992,2,1.53,1.53,1.53
GMS141,1992,3,1.53,1.53,1.53
GMS141,1992,4,1.47,1.47,1.47
GMS141,1992,5,1.46,1.46,1.46
GMS141,1992,6,1.27,1.27,1.27
GMS141,1992,7,1.16,1.16,1.16
GMS141,1992,8,1.12,1.12,1.12
GMS141,1992,9,1.27,1.27,1.27
GMS141,1992,10,1.29,1.29,1.29
GMS141,1992,11,1.52,1.52,1.52
GMS141,1992,12,1.47,1.47,1.47
GMS141,1993,1,1.49,1.49,1.49
GMS141,1993,2,1.49,1.49,1.49
GMS141,1993,3,1.37,1.37,1.37
GMS141,1993,4,1.39,1.39,1.39
GMS141,1993,5,1.26,1.26,1.26
GMS141,1993,6,1.26,1.26,1.26
GMS141,1993,7,1.32,1.32,1.32
GMS141,1993,8,1.54,1.54,1.54
GMS141,1993,9,1.55,1.55,1.55
GMS141,1993,10,1.58,1.58,1.58
GMS141,1993,11,1.46,1.46,1.46
GMS141,1993,12,1.63,1.63,1.63
GMS141,1994,1,1.64,1.64,1.64
GMS141,1994,2,1.56,1.56,1.56
GMS141,1994,3,1.6,1.6,1.6
GMS141,1994,4,1.56,1.56,1.56
GMS141,1994,5,1.44,1.44,1.44
GMS141,1994,6,1.44,1.44,1.44
GMS141,1994,7,,,
GMS141,1994,8,,,
GMS141,1994,9,,,
GMS141,1994,10,,,
GMS141,1994,11,1.52,1.52,1.52
GMS141,1994,12,1.63,1.63,1.63
GMS141,1995,1,,,
GMS141,1995,2,,,
GMS141,1995,3,,,
GMS141,1995,4,,,
GMS141,1995,5,,,
GMS141,1995,6,,,
GMS141,1995,7,,,
GMS141,1995,8,,,
GMS141,1995,9,,,
GMS141,1995,10,,,
GMS141,1995,11,,,
GMS141,1995,12,,,
GMS141,1996,1,,,
GMS141,1996,2,1.34,1.34,1.34
GMS141,1996,3,1.26,1.26,1.26
GMS141,1996,4,1.2,1.2,1.2
GMS141,1996,5,1.23,1.23,1.23
GMS141,1996,6,1.24,1.24,1.24
GMS141,1996,7,1.29,1.29,1.29
GMS141,1996,8,1.27,1.27,1.27
GMS141,1996,9,1.27,1.27,1.27
GMS141,1996,10,1.26,1.26,1.26
GMS141,1996,11,1.34,1.34,1.34
GMS141,1996,12,1.31,1.31,1.31
GMS141,1997,1,1.29,1.29,1.29
GMS141,1997,2,1.39,1.39,1.39
GMS141,1997,3,1.32,1.32,1.32
GMS141,1997,4,1.29,1.29,1.29
GMS141,1997,5,1.43,1.43,1.43
GMS141,1997,6,1.42,1.42,1.42
GMS141,1997,7,1.57,1.57,1.57
GMS141,1997,8,1.48,1.48,1.48
GMS141,1997,9,1.39,1.39,1.39
GMS141,1997,10,1.46,1.46,1.46
GMS141,1997,11,1.49,1.49,1.49
GMS141,1997,12,1.57,1.57,1.57
GMS141,1998,1,1.61,1.61,1.61
GMS141,1998,2,1.51,1.51,1.51
GMS141,1998,3,1.51,1.51,1.51
GMS141,1998,4,1.51,1.51,1.51
GMS141,1998,5,1.44,1.44,1.44
GMS141,1998,6,1.4,1.4,1.4
GMS141,1998,7,1.43,1.43,1.43
GMS141,1998,8,1.4,1.4,1.4
GMS141,1998,9,1.4,1.4,1.4
GMS141,1998,10,1.45,1.45,1.45
GMS141,1998,11,1.43,1.43,1.43
GMS141,1998,12,1.42,1.42,1.42
GMS141,1999,1,1.37,1.37,1.37
GMS141,1999,2,1.37,1.37,1.37
GMS141,1999,3,1.37,1.37,1.37
GMS141,1999,4,1.24,1.24,1.24
GMS141,1999,5,1.22,1.22,1.22
GMS141,1999,6,1.21,1.21,1.21
GMS141,1999,7,1.22,1.22,1.22
GMS141,1999,8,1.24,1.24,1.24
GMS141,1999,9,1.17,1.17,1.17
GMS141,1999,10,1.26,1.26,1.26
GMS141,1999,11,1.26,1.26,1.26
GMS141,1999,12,1.42,1.42,1.42
GMS141,2000,1,1.38,1.38,1.38
GMS141,2000,2,1.41,1.41,1.41
GMS141,2000,3,1.48,1.48,1.48
GMS141,2000,4,1.32,1.32,1.32
GMS141,2000,5,1.24,1.24,1.24
GMS141,2000,6,1.2,1.2,1.2
GMS141,2000,7,1.27,1.27,1.27
GMS141,2000,8,1.32,1.32,1.32
GMS141,2000,9,1.32,1.32,1.32
GMS141,2000,10,1.28,1.28,1.28
GMS141,2000,11,1.27,1.27,1.27
GMS141,2000,12,1.3,1.3,1.3
GMS141,2001,1,1.35,1.35,1.35
GMS141,2001,2,1.38,1.38,1.38
GMS141,2001,3,1.33,1.33,1.33
GMS141,2001,4,1.35,1.35,1.35
GMS141,2001,5,1.27,1.27,1.27
GMS141,2001,6,1.31,1.31,1.31
GMS141,2001,7,1.29,1.29,1.29
GMS141,2001,8,1.3,1.3,1.3
GMS141,2001,9,1.49,1.49,1.49
GMS141,2001,10,1.37,1.37,1.37
GMS141,2001,11,1.38,1.38,1.38
GMS141,2001,12,1.45,1.45,1.45
GMS141,2002,1,1.39,1.39,1.39
GMS141,2002,2,1.41,1.41,1.41
GMS141,2002,3,1.48,1.48,1.48
GMS141,2002,4,1.54,1.54,1.54
GMS141,2002,5,1.52,1.52,1.52
GMS141,2002,6,1.47,1.47,1.47
GMS141,2002,7,1.52,1.52,1.52
GMS141,2002,8,1.49,1.49,1.49
GMS141,2002,9,1.24,1.24,1.24
GMS141,2002,10,1.35,1.35,1.35
GMS141,2002,11,1.45,1.45,1.45
GMS141,2002,12,1.36,1.36,1.36
GMS141,2003,1,1.45,1.45,1.45
GMS141,2003,2,1.34,1.34,1.34
GMS141,2003,3,1.32,1.32,1.32
GMS141,2003,4,1.26,1.26,1.26
GMS141,2003,5,1.31,1.31,1.31
GMS141,2003,6,1.24,1.24,1.24
GMS141,2003,7,1.22,1.22,1.22
GMS141,2003,8,0.96,0.96,0.96
GMS141,2003,9,1.15,1.15,1.15
GMS141,2003,10,1.26,1.26,1.26
GMS141,2003,11,1.23,1.23,1.23
GMS141,2003,12,1.33,1.33,1.33
GMS141,2004,1,1.41,1.41,1.41
GMS141,2004,2,1.43,1.43,1.43
GMS141,2004,3,1.32,1.32,1.32
GMS141,2004,4,1.29,1.29,1.29
GMS141,2004,5,1.3,1.3,1.3
GMS141,2004,6,1.28,1.28,1.28
GMS141,2004,7,1.45,1.45,1.45
GMS141,2004,8,1.28,1.28,1.28
GMS141,2004,9,1.31,1.31,1.31
GMS141,2004,10,1.31,1.31,1.31
GMS141,2004,11,,,
GMS141,2004,12,1.39,1.39,1.39
GMS141,2005,1,1.4,1.4,1.4
GMS141,2005,2,1.42,1.42,1.42
GMS141,2005,3,1.39,1.39,1.39
GMS141,2005,4,,,
GMS141,2005,5,1.32,1.32,1.32
GMS141,2005,6,1.3,1.3,1.3
GMS141,2005,7,1.25,1.25,1.25
GMS141,2005,8,,,
GMS141,2005,9,,,
GMS141,2005,10,1.29,1.29,1.29
GMS141,2005,11,1.32,1.32,1.32
GMS141,2005,12,,,
GMS141,2006,1,,,
GMS141,2006,2,,,
GMS141,2006,3,,,
GMS141,2006,4,,,
GMS141,2006,5,,,
GMS141,2006,6,,,
GMS141,2006,7,0.91,0.91,0.91
GMS141,2006,8,1.11,1.11,1.11
GMS141,2006,9,1.16,1.16,1.16
GMS141,2006,10,1.12,1.12,1.12
GMS141,2006,11,1.22,1.22,1.22
GMS141,2006,12,,,
GMS141,2007,1,,,
GMS141,2007,2,,,
GMS141,2007,3,,,
GMS141,2007,4,,,
GMS141,2007,5,1.39,1.39,1.39
GMS141,2007,6,1.43,1.43,1.43
GMS141,2007,7,1.54,1.54,1.54
GMS141,2007,8,1.41,1.41,1.41
GMS141,2007,9,1.47,1.47,1.47
GMS141,2007,10,1.47,1.47,1.47
GMS141,2007,11,1.54,1.54,1.54
GMS141,2007,12,1.54,1.54,1.54
GMS141,2008,1,1.55,1.55,1.55
GMS141,2008,2,1.49,1.49,1.49
GMS141,2008,3,1.52,1.52,1.52
GMS141,2008,4,1.41,1.41,1.41
GMS141,2008,5,1.29,1.29,1.29
GMS141,2008,6,1.17,1.17,1.17
GMS141,2008,7,1.31,1.31,1.31
GMS141,2008,8,1.43,1.43,1.43
GMS141,2008,9,1.34,1.34,1.34
GMS141,2008,10,1.47,1.47,1.47
GMS141,2008,11,1.44,1.44,1.44
GMS141,2008,12,1.4,1.4,1.4
GMS141,2009,1,1.42,1.42,1.42
GMS141,2009,2,1.45,1.45,1.45
GMS141,2009,3,1.49,1.49,1.49
GMS141,2009,4,1.35,1.35,1.35
GMS141,2009,5,1.27,1.27,1.27
GMS141,2009,6,1.33,1.33,1.33
GMS141,2009,7,1.29,1.29,1.29
GMS141,2009,8,1.14,1.14,1.14
GMS141,2009,9,1.05,1.05,1.05
GMS141,2009,10,1.3,1.3,1.3
GMS141,2009,11,1.52,1.52,1.52
GMS141,2009,12,1.52,1.52,1.52
GMS141,2010,1,1.47,1.47,1.47
GMS141,2010,2,1.5,1.5,1.5
GMS141,2010,3,1.56,1.56,1.56
GMS141,2010,4,1.41,1.41,1.41
GMS141,2010,5,1.36,1.36,1.36
GMS141,2010,6,1.29,1.29,1.29
GMS141,2010,7,1.07,1.07,1.07
GMS141,2010,8,1.27,1.27,1.27
GMS141,2010,9,1.5,1.5,1.5
GMS141,2010,10,1.5,1.5,1.5
GMS141,2010,11,1.54,1.54,1.54
GMS141,2010,12,1.47,1.47,1.47
GMS141,2011,1,1.55,1.55,1.55
GMS141,2011,2,1.5,1.5,1.5
GMS141,2011,3,1.37,1.37,1.37
GMS141,2011,4,1.31,1.31,1.31
GMS141,2011,5,1.23,1.23,1.23
GMS141,2011,6,1.24,1.24,1.24
GMS141,2011,7,1.31,1.31,1.31
GMS141,2011,8,1.48,1.48,1.48
GMS141,2011,9,1.55,1.55,1.55
GMS141,2011,10,1.47,1.47,1.47
GMS141,2011,11,1.36,1.36,1.36
GMS141,2011,12,1.61,1.61,1.61
GMS141,2012,1,1.65,1.65,1.65
GMS141,2012,2,1.44,1.44,1.44
GMS141,2012,3,1.39,1.39,1.39
GMS141,2012,4,1.4,1.4,1.4
GMS141,2012,5,1.37,1.37,1.37
GMS141,2012,6,1.38,1.38,1.38
GMS141,2012,7,,,
GMS141,2012,8,,,
GMS141,2012,9,,,
GMS141,2012,10,,,
GMS141,2012,11,1.42,1.42,1.42
GMS141,2012,12,1.53,1.53,1.53
GMS141,2013,1,1.51,1.51,1.51
GMS141,2013,2,1.54,1.54,1.54
GMS141,2013,3,1.42,1.42,1.42
GMS141,2013,4,1.38,1.38,1.38
GMS141,2013,5,1.44,1.44,1.44
GMS141,2013,6,1.5,1.5,1.5
GMS141,2013,7,1.35,1.35,1.35
GMS141,2013,8,1.23,1.23,1.23
GMS141,2013,9,1.31,1.31,1.31
